"site_id","year","quarter","kelp","no3","waves"
95,2013,2,188719,14.38,2.546
96,2013,2,75242,14.38,2.936
97,2013,2,58980,15.15,3.537
98,2013,2,184758,13.72,3.443
99,2013,2,186667,13.71,2.756
100,2013,2,156380,13.71,3.142
101,2013,2,359274,14.2,3.536
102,2013,2,339554,14.75,3.457
103,2013,2,383234,14.18,3.723
104,2013,2,620241,14.23,4.21
105,2013,2,451705,14.23,3.713
106,2013,2,582564,14.28,3.868
107,2013,2,224401,14.26,3.461
108,2013,2,349147,14.26,3.824
109,2013,2,340532,14.26,4.883
110,2013,2,70105,14.92,4.167
111,2013,2,450044,14.92,3.804
112,2013,2,559486,14.91,3.495
113,2013,2,316285,14.04,2.789
114,2013,2,120751,15.08,3.495
115,2013,2,233121,15.05,4.406
116,2013,2,387733,14.97,4.612
117,2013,2,338037,15,4.846
118,2013,2,40487,13.98,4.516
119,2013,2,245615,14.78,4.38
120,2013,2,191480,14.78,3.837
121,2013,2,12895,14.87,3.851
122,2013,2,6195,15.72,3.153
123,2013,2,23797,15.97,3.442
124,2013,2,82453,16.51,3.09
125,2013,2,450,16.56,2.927
126,2013,2,66758,15.93,3.452
127,2013,2,370190,15.93,3.177
128,2013,2,176123,15.92,3.293
129,2013,2,148536,15.82,3.596
130,2013,2,240496,15.36,3.715
131,2013,2,345979,15.37,4.042
132,2013,2,168840,13.85,4.543
133,2013,2,103835,13.88,4.968
134,2013,2,341312,13.45,4.043
135,2013,2,193782,12.88,4.717
136,2013,2,11229,12.87,5.208
137,2013,2,56703,12.88,5.036
138,2013,2,20029,12.87,5.883
139,2013,2,16239,12.52,4.344
140,2013,2,195348,12.52,3.867
141,2013,2,200249,12.08,4.282
142,2013,2,251977,12.08,3.839
143,2013,2,135435,12.17,3.945
144,2013,2,284594,12.17,3.232
145,2013,2,139156,12.26,4.06
146,2013,2,202836,13.31,3.897
147,2013,2,278235,13.33,3.776
148,2013,2,531767,13.33,4.234
149,2013,2,37698,13.33,4.005
150,2013,2,201352,13.33,4.832
151,2013,2,117289,13.36,3.91
152,2013,2,25491,13.82,4.103
153,2013,2,61779,14.44,3.926
154,2013,2,59483,13.86,3.945
155,2013,2,7994,13.83,4.1
156,2013,2,119453,13.49,4.776
157,2013,2,55753,12.97,4.287
158,2013,2,1543,12.63,5.009
159,2013,2,12717,11.98,4.549
160,2013,2,7064,11.82,4.228
161,2013,2,14560,11.82,5.249
162,2013,2,38215,11.77,5.334
163,2013,2,38994,12.87,3.431
164,2013,2,250272,12.89,3.601
165,2013,2,203846,12.89,3.833
166,2013,2,142952,12.89,2.868
167,2013,2,101393,12.94,3.433
168,2013,2,187447,12.9,3.341
169,2013,2,382528,13.53,3.887
170,2013,2,460844,13.7,3.182
171,2013,2,497550,13.7,3.821
172,2013,2,2238797,13.49,3.503
173,2013,2,97396,14.2,3.422
174,2013,2,526176,14.1,3.008
175,2013,2,277426,14.02,2.59
176,2013,2,113538,14.6,2.833
177,2013,2,39181,14.07,2.987
178,2013,2,478229,14.07,3.182
179,2013,2,880144,14.01,3.125
180,2013,2,504967,13.78,3.123
181,2013,2,822979,13.78,3.524
182,2013,2,944721,13.72,3.383
183,2013,2,57719,13.79,3.706
184,2013,2,133213,13.66,3.848
185,2013,2,50248,12.84,3.67
186,2013,2,132267,12.84,3.24
187,2013,2,42418,12.86,3.999
188,2013,2,25585,12.67,4.022
189,2013,2,16443,12.36,4.239
190,2013,2,191678,12.18,3.334
191,2013,2,361576,12.17,3.937
192,2013,2,319823,12.21,3.557
193,2013,2,101728,11.58,3.779
194,2013,2,306060,12.15,3.788
195,2013,2,824204,11.81,4.099
196,2013,2,375012,12.18,3.962
197,2013,2,1048348,12.16,3.869
198,2013,2,527906,12.15,3.79
199,2013,2,335567,11.72,4.47
200,2013,2,159169,12.54,4.096
201,2013,2,409331,12.52,3.695
202,2013,2,666978,12.56,3.976
203,2013,2,791292,13.28,3.132
204,2013,2,1700262,13.28,3.516
205,2013,2,787481,13.28,3.274
206,2013,2,1134115,13.28,3.348
207,2013,2,618979,13.34,3.354
208,2013,2,691812,13.32,3.224
209,2013,2,1304613,13.37,2.801
210,2013,2,344550,13.6,2.723
211,2013,2,202790,10,4.032
212,2013,2,220435,10,5.099
213,2013,2,245194,10.02,4.96
214,2013,2,189035,10.14,3.69
215,2013,2,110772,10.14,4.195
216,2013,2,9135,10.41,3.725
217,2013,2,56543,10.84,3.741
218,2013,2,698347,11.45,2.616
219,2013,2,1163464,13.55,3.548
220,2013,2,599389,13.55,2.647
221,2013,2,117542,13.55,2.647
222,2013,2,1178309,13.67,2.514
223,2013,2,485011,13.67,2.615
224,2013,2,618725,13.67,2.523
225,2013,2,68202,8.16,4.57
226,2013,2,95213,7.92,3.877
227,2013,2,15654,8.96,2.709
228,2013,2,60520,9.49,3.055
229,2013,2,373851,9.57,3.07
230,2013,2,99596,9.57,2.565
231,2013,2,30221,9.45,2.831
232,2013,2,340110,9.39,2.871
233,2013,2,46719,9.63,3.365
234,2013,2,125388,8.95,3.306
235,2013,2,249720,8.95,3.295
236,2013,2,72628,8.86,3.192
237,2013,2,148798,8.56,3.459
238,2013,2,39269,7.9,4.076
239,2013,2,64954,7.85,4.44
240,2013,2,215900,7.85,3.588
241,2013,2,371537,7.34,3.675
242,2013,2,479,6.67,4.609
243,2013,2,10671,6.03,1.983
244,2013,2,3906,6.09,1.916
245,2013,2,180870,5.85,1.742
246,2013,2,238557,5.78,1.715
247,2013,2,161582,5.74,1.862
248,2013,2,400255,5.49,2.13
249,2013,2,506587,5.79,2.078
250,2013,2,230113,5.24,2.11
251,2013,2,81060,5.23,2.318
252,2013,2,69255,5.13,2.697
253,2013,2,76586,4.65,2.477
254,2013,2,228700,4.64,2.364
255,2013,2,132178,4.64,2.122
256,2013,2,210659,4.34,1.478
257,2013,2,226043,4.42,1.666
258,2013,2,240021,4.07,1.751
259,2013,2,68392,3.8,1.753
260,2013,2,58811,3.89,2.223
261,2013,2,413,3.67,2.07
262,2013,2,10527,3.73,1.333
263,2013,2,57518,3.34,1.31
264,2013,2,25188,3.34,1.436
265,2013,2,1115621,3.35,1.492
266,2013,2,464746,2.83,1.584
267,2013,2,128107,2.82,1.536
268,2013,2,72980,2.81,1.517
269,2013,2,244778,2.82,1.459
270,2013,2,93032,2.82,1.432
271,2013,2,266304,2.78,1.342
272,2013,2,45711,1.88,1.742
273,2013,2,158528,1.8,1.892
274,2013,2,506600,1.68,2.015
275,2013,2,372286,1.61,1.765
276,2013,2,241569,1.46,1.788
277,2013,2,58176,1.5,1.454
278,2013,2,306958,1.53,1.61
279,2013,2,458668,1.41,1.814
280,2013,2,352711,1.41,1.726
281,2013,2,218512,1.26,1.967
282,2013,2,279134,1.24,1.754
283,2013,2,786117,1.24,1.664
284,2013,2,1105883,1.24,1.568
285,2013,2,124245,1.23,1.424
286,2013,2,26405,1.23,1.111
287,2013,2,478833,1.29,1.314
288,2013,2,450712,1.25,1.352
289,2013,2,476388,1.15,1.484
290,2013,2,61794,1.11,1.582
291,2013,2,155050,1.04,1.612
292,2013,2,147113,1.03,1.628
293,2013,2,154682,0.98,1.522
294,2013,2,262546,1.17,0.883
295,2013,2,40507,1.09,1.401
296,2013,2,156012,1.08,1.724
297,2013,2,320537,1.08,1.583
298,2013,2,33079,0.97,1.853
299,2013,2,57898,1.08,1.659
300,2013,2,71838,1.08,1.623
301,2013,2,52131,1.03,1.61
302,2013,2,182082,0.47,1.771
303,2013,2,216148,0.47,1.998
304,2013,2,119265,0.31,2.114
305,2013,2,150062,0.31,2.205
306,2013,2,252446,0.31,2.014
307,2013,2,462367,0.27,1.688
308,2013,2,1096932,0.24,1.97
309,2013,2,484450,0.23,1.794
310,2013,2,385026,0.23,1.787
311,2013,2,220857,0.22,1.632
312,2013,2,99859,0.21,1.664
313,2013,2,105237,0.21,1.672
314,2013,2,57731,0.21,1.646
315,2013,2,264237,0.27,1.688
316,2013,2,289500,0.27,1.17
317,2013,2,149495,0.22,1.072
318,2013,2,377957,0.29,1.043
319,2013,2,180063,0.28,1.13
320,2013,2,130817,0.28,1.094
321,2013,2,128760,0.25,1.252
322,2013,2,101574,0.24,2.262
323,2013,2,180831,0.22,2.059
324,2013,2,213288,0.21,2.363
325,2013,2,398010,0.21,2.543
326,2013,2,215173,0.21,2.043
327,2013,2,74316,0.21,2.315
328,2013,2,15553,0.21,2.477
329,2013,2,86256,0.25,1.62
330,2013,2,84645,0.28,2.105
331,2013,2,58240,0.26,1.55
332,2013,2,8105,0.24,1.058
333,2013,2,11230,0.24,1.378
334,2013,2,31104,0.18,1.398
335,2013,2,86157,0.17,1.666
336,2013,2,17022,0.18,1.826
337,2013,2,41777,0.18,2.002
338,2013,2,45173,0.18,2.001
339,2013,2,33802,0.17,1.994
340,2013,2,20871,0.17,1.967
341,2013,2,107817,0.17,1.935
342,2013,2,47259,0.17,1.834
343,2013,2,26348,0.18,1.815
344,2013,2,102265,0.18,2.21
345,2013,2,25405,0.15,1.318
346,2013,2,40245,0.13,1.405
347,2013,2,159165,0.13,1.693
348,2013,2,37218,0.14,1.541
349,2013,2,57947,0.13,1.539
350,2013,2,94850,0.11,1.752
351,2013,2,42792,0.1,2.012
352,2013,2,149762,0.1,2.057
353,2013,2,80627,0.09,3.278
354,2013,2,97459,0.09,2.751
355,2013,2,39618,0.09,2.859
356,2013,2,8790,0.1,3.161
357,2013,2,977806,0.1,2.665
358,2013,2,1902653,0.1,2.734
359,2013,2,1433262,0.1,2.569
360,2013,2,1243803,0.1,2.749
361,2013,2,342128,0.1,2.819
1,2013,3,124840,2.48,1.753
2,2013,3,18322,2.08,2.434
3,2013,3,122833,2.54,1.959
4,2013,3,33611,2.03,1.879
5,2013,3,51870,3.19,1.867
6,2013,3,494448,3.12,1.816
7,2013,3,184422,3.06,1.562
8,2013,3,59204,3.04,1.561
9,2013,3,34714,3.1,1.468
10,2013,3,113131,2.91,1.391
11,2013,3,74134,2.91,1.211
12,2013,3,175215,2.91,1.347
13,2013,3,305195,2.73,1.211
14,2013,3,384142,2.71,1.383
15,2013,3,92175,2.72,1.01
16,2013,3,22776,2.03,1.225
17,2013,3,194088,2.03,1.098
18,2013,3,17714,1.89,1.001
19,2013,3,15611,1.88,0.929
20,2013,3,21017,1.98,0.935
21,2013,3,45997,1.97,0.953
22,2013,3,15605,2.88,0.837
23,2013,3,24948,2.6,1.301
24,2013,3,122530,2.6,1.223
25,2013,3,222659,2.71,1.988
26,2013,3,196928,2.85,1.775
27,2013,3,209687,2.84,2.347
28,2013,3,299373,3.06,2.975
29,2013,3,250914,2.87,3.419
30,2013,3,67893,2.89,2.925
31,2013,3,441699,2.99,3.359
32,2013,3,9753,2.99,3.547
33,2013,3,53127,2.85,3.514
34,2013,3,343003,2.84,3.35
35,2013,3,1462894,2.84,2.886
36,2013,3,1737088,3.29,1.82
37,2013,3,1254392,3.29,2.573
38,2013,3,1353675,3.29,1.989
39,2013,3,1210410,3.24,1.195
40,2013,3,673289,3.32,1.233
41,2013,3,1062572,3.37,1.702
42,2013,3,1465590,3.37,1.733
43,2013,3,1411713,3.36,2.197
44,2013,3,270407,3.3,1.577
45,2013,3,139000,3.21,1.509
46,2013,3,252560,3.21,2.181
47,2013,3,350218,2.99,3.21
48,2013,3,1357361,2.99,2.916
49,2013,3,1208840,2.95,1.968
50,2013,3,708416,3.18,1.745
51,2013,3,329263,3.18,3.176
52,2013,3,538343,3.52,3.231
53,2013,3,1014005,3.52,3.49
54,2013,3,1017026,3.58,2.762
55,2013,3,1261360,4.03,2.132
56,2013,3,153494,4.03,3.035
57,2013,3,1401403,4.03,3.346
58,2013,3,1119890,3.99,2.558
59,2013,3,1653515,3.99,2.925
60,2013,3,1611086,3.99,3.111
61,2013,3,95861,4.79,3.282
62,2013,3,554896,4.79,2.909
63,2013,3,395685,4.79,3.271
64,2013,3,1819224,4.79,2.453
65,2013,3,357163,4.14,3.012
66,2013,3,337928,4.5,3.201
67,2013,3,281329,3.68,2.841
68,2013,3,196930,3.68,3.124
69,2013,3,168380,4.12,3.756
70,2013,3,898280,3.93,3.094
71,2013,3,1641952,4.65,2.878
72,2013,3,326592,4.65,3.043
73,2013,3,38875,4.66,3.734
74,2013,3,4041,4.08,3.467
75,2013,3,316491,3.62,3.357
76,2013,3,3016336,3.71,2.481
77,2013,3,1742219,3.54,2.444
78,2013,3,7281154,3.56,3.394
79,2013,3,7120925,3.53,3.218
80,2013,3,3675680,3.75,3.201
81,2013,3,696994,3.72,2.646
82,2013,3,874474,4.09,2.528
83,2013,3,793361,4.09,2.428
84,2013,3,214464,3.71,1.678
85,2013,3,688818,4.14,1.439
86,2013,3,1081709,4.14,1.463
87,2013,3,1896915,3.88,1.43
88,2013,3,356800,3.77,1.482
89,2013,3,860684,3.82,1.601
90,2013,3,258153,3.87,1.664
91,2013,3,967431,3.87,1.563
92,2013,3,1287864,3.87,1.42
93,2013,3,822949,4.67,1.187
94,2013,3,1306809,4.67,1.456
95,2013,3,425812,4.67,1.463
96,2013,3,246602,4.67,1.703
97,2013,3,207398,4.7,1.817
98,2013,3,368253,5.96,1.739
99,2013,3,425131,5.87,1.491
100,2013,3,338754,5.87,1.505
101,2013,3,967761,5.56,2.045
102,2013,3,794326,5.65,1.928
103,2013,3,1379178,5.25,1.979
104,2013,3,1934007,3.88,2.129
105,2013,3,1676926,3.88,2.101
106,2013,3,1514677,3.86,2.185
107,2013,3,775697,3.84,2.001
108,2013,3,1009798,3.84,2.134
109,2013,3,1217332,3.84,2.481
110,2013,3,327770,3.97,2.453
111,2013,3,1189704,3.97,2.209
112,2013,3,1601374,3.99,2.085
113,2013,3,893511,3.78,1.532
114,2013,3,299299,4.08,1.695
115,2013,3,651313,4.16,2.336
116,2013,3,1355362,4.06,2.694
117,2013,3,1268615,4.06,2.723
118,2013,3,211645,3.98,2.715
119,2013,3,620262,4.24,2.221
120,2013,3,426432,4.24,1.931
121,2013,3,56136,4.32,2.355
122,2013,3,28857,4.35,1.67
123,2013,3,98690,5.2,1.712
124,2013,3,178612,4.92,1.726
125,2013,3,3953,5.01,1.466
126,2013,3,201847,5.26,1.844
127,2013,3,771653,5.26,1.803
128,2013,3,512164,5.16,1.873
129,2013,3,414669,5.06,1.995
130,2013,3,749601,4.94,2.176
131,2013,3,1343984,4.94,2.341
132,2013,3,691373,6.24,2.547
133,2013,3,265600,5.51,2.699
134,2013,3,1110690,5.53,2.463
135,2013,3,688553,5.18,2.973
136,2013,3,50102,5.16,2.675
137,2013,3,185404,5.18,2.999
138,2013,3,40824,5.19,3.35
139,2013,3,94841,5.45,2.388
140,2013,3,1027832,5.45,2.272
141,2013,3,922368,5.32,2.486
142,2013,3,1016298,5.32,2.142
143,2013,3,495039,5.31,2.045
144,2013,3,555614,5.31,1.873
145,2013,3,524717,5.41,2.274
146,2013,3,763153,5.69,2.107
147,2013,3,1001435,5.69,2.134
148,2013,3,1404140,5.69,2.468
149,2013,3,111567,5.69,2.041
150,2013,3,456521,5.69,2.576
151,2013,3,295113,5.72,2.056
152,2013,3,70894,6.73,2.219
153,2013,3,192793,6.84,2.213
154,2013,3,313785,6.73,2.1
155,2013,3,33288,6.73,2.245
156,2013,3,232223,6.02,2.968
157,2013,3,97981,5.55,2.729
158,2013,3,1859,5.32,3.161
159,2013,3,66522,4.24,2.708
160,2013,3,30780,4.26,2.418
161,2013,3,114756,4.26,2.684
162,2013,3,168621,4.24,2.996
163,2013,3,69503,3.7,1.938
164,2013,3,287071,3.63,1.904
165,2013,3,355249,3.63,2.165
166,2013,3,213212,3.63,1.757
167,2013,3,231085,3.5,2.169
168,2013,3,525502,3.51,2.052
169,2013,3,676710,3.76,2.067
170,2013,3,664332,3.65,1.729
171,2013,3,577904,3.65,1.99
172,2013,3,2406224,3.39,1.834
173,2013,3,127618,3.85,1.812
174,2013,3,514262,3.84,1.583
175,2013,3,206689,3.93,1.317
176,2013,3,140091,4.11,1.37
177,2013,3,67659,3.62,1.47
178,2013,3,789204,3.62,1.701
179,2013,3,1392454,3.61,1.726
180,2013,3,820946,3.47,1.716
181,2013,3,1442030,3.47,1.826
182,2013,3,1287594,3.48,1.853
183,2013,3,105635,3.59,1.899
184,2013,3,265135,3.47,1.993
185,2013,3,108836,3.56,2.092
186,2013,3,284044,3.56,1.851
187,2013,3,116380,3.52,2.243
188,2013,3,122334,3.45,2.182
189,2013,3,124515,3.33,2.399
190,2013,3,647316,3.19,1.999
191,2013,3,993329,3.19,2.144
192,2013,3,1095086,3.24,1.941
193,2013,3,475971,3.37,2.149
194,2013,3,1290985,3.38,2.141
195,2013,3,2420951,3.54,2.278
196,2013,3,941176,3.57,2.199
197,2013,3,2137495,3.87,2.213
198,2013,3,1139585,3.9,2.091
199,2013,3,724807,3.99,2.286
200,2013,3,617753,3.87,2.135
201,2013,3,922966,4.09,2.077
202,2013,3,1419063,4.11,2.141
203,2013,3,715909,4.59,1.733
204,2013,3,1231575,4.59,1.669
205,2013,3,468762,4.59,1.567
206,2013,3,995529,4.59,1.676
207,2013,3,548103,4.57,1.705
208,2013,3,683505,4.57,1.77
209,2013,3,1255504,4.59,1.555
210,2013,3,328674,5.42,1.533
211,2013,3,316863,3.52,2.545
212,2013,3,334772,3.52,3.093
213,2013,3,362854,3.55,2.709
214,2013,3,267190,3.34,2.169
215,2013,3,132606,3.34,2.552
216,2013,3,707,1.27,2.008
217,2013,3,96053,1.77,1.954
218,2013,3,360635,3.73,1.351
219,2013,3,546207,3.74,1.669
220,2013,3,231280,3.74,1.362
221,2013,3,62688,3.75,1.362
222,2013,3,953760,3.75,1.28
223,2013,3,440800,3.75,1.403
224,2013,3,429143,3.75,1.53
225,2013,3,71262,3.77,2.643
226,2013,3,77557,3.78,2.295
227,2013,3,6147,3.53,1.398
228,2013,3,115550,3.42,1.724
229,2013,3,653685,3.37,1.901
230,2013,3,181680,3.37,1.424
231,2013,3,65634,3.33,1.501
232,2013,3,613218,3.32,1.472
233,2013,3,221229,2.13,1.683
234,2013,3,694370,1.8,1.702
235,2013,3,957139,1.8,1.708
236,2013,3,549103,1.88,1.656
237,2013,3,716072,1.92,1.879
238,2013,3,542102,1.92,2.146
239,2013,3,598260,1.95,2.252
240,2013,3,1083296,1.95,1.94
241,2013,3,837032,1.77,1.935
242,2013,3,0,1.05,2.613
243,2013,3,5406,0.96,1.038
244,2013,3,9684,0.97,0.944
245,2013,3,330067,0.99,0.943
246,2013,3,431264,1.02,0.931
247,2013,3,174395,0.94,0.962
248,2013,3,28248,0.92,1.101
249,2013,3,249868,0.9,1.047
250,2013,3,509405,0.86,1.124
251,2013,3,81501,0.88,1.088
252,2013,3,87779,0.83,1.329
253,2013,3,79947,0.83,1.187
254,2013,3,181608,0.69,1.138
255,2013,3,62837,0.69,1.09
256,2013,3,128139,0.58,0.789
257,2013,3,196651,0.6,0.78
258,2013,3,147630,0.51,0.833
259,2013,3,33634,0.49,0.832
260,2013,3,33665,0.49,1.058
261,2013,3,0,0.48,1.037
262,2013,3,1902,0.29,0.749
263,2013,3,30894,0.21,0.734
264,2013,3,8181,0.21,0.816
265,2013,3,489365,0.24,0.861
266,2013,3,251255,0.17,0.925
267,2013,3,89525,0.16,0.92
268,2013,3,51424,0.16,0.907
269,2013,3,128634,0.16,0.845
270,2013,3,61563,0.17,0.848
271,2013,3,127791,0.17,0.799
272,2013,3,38607,0.14,1.053
273,2013,3,88700,0.13,1.14
274,2013,3,249874,0.14,1.284
275,2013,3,206641,0.14,1.109
276,2013,3,140716,0.14,1.245
277,2013,3,23972,0.14,1.135
278,2013,3,195879,0.14,1.074
279,2013,3,276248,0.14,1.223
280,2013,3,167143,0.14,1.17
281,2013,3,160201,0.14,1.342
282,2013,3,91953,0.14,1.16
283,2013,3,258318,0.13,1.092
284,2013,3,341675,0.14,1.006
285,2013,3,51773,0.14,0.952
286,2013,3,4088,0.14,0.701
287,2013,3,217202,0.13,0.793
288,2013,3,146187,0.12,0.825
289,2013,3,291457,0.12,0.935
290,2013,3,30590,0.12,1.066
291,2013,3,92598,0.11,1.085
292,2013,3,101460,0.11,1.127
293,2013,3,100279,0.11,1.009
294,2013,3,166458,0.1,0.591
295,2013,3,9196,0.1,0.836
296,2013,3,119745,0.1,1.017
297,2013,3,177397,0.1,0.936
298,2013,3,31988,0.09,1.13
299,2013,3,19123,0.08,1.1
300,2013,3,57373,0.09,1.111
301,2013,3,85913,0.09,1.093
302,2013,3,58218,0.08,1.192
303,2013,3,109602,0.08,1.277
304,2013,3,84488,0.08,1.416
305,2013,3,63397,0.08,1.451
306,2013,3,109315,0.08,1.308
307,2013,3,142543,0.08,1.094
308,2013,3,189915,0.08,1.239
309,2013,3,59801,0.08,1.164
310,2013,3,63590,0.08,1.152
311,2013,3,16532,0.08,1.063
312,2013,3,6235,0.07,1.069
313,2013,3,17765,0.07,1.089
314,2013,3,5773,0.07,1.075
315,2013,3,45054,0.07,1.071
316,2013,3,10182,0.07,0.838
317,2013,3,0,0.07,0.675
318,2013,3,51043,0.07,0.726
319,2013,3,16854,0.07,0.834
320,2013,3,6717,0.07,0.779
321,2013,3,6498,0.07,0.799
322,2013,3,27505,0.07,1.384
323,2013,3,68453,0.07,1.3
324,2013,3,123040,0.07,1.453
325,2013,3,111754,0.07,1.535
326,2013,3,61481,0.07,1.322
327,2013,3,20954,0.07,1.457
328,2013,3,2440,0.07,1.495
329,2013,3,44889,0.07,0.969
330,2013,3,22396,0.07,1.312
331,2013,3,23447,0.07,0.979
332,2013,3,4353,0.07,0.635
333,2013,3,338,0.07,0.805
334,2013,3,1897,0.07,0.881
335,2013,3,10301,0.07,1.085
336,2013,3,0,0.07,1.158
337,2013,3,2864,0.07,1.259
338,2013,3,599,0.07,1.269
339,2013,3,0,0.07,1.253
340,2013,3,4270,0.07,1.261
341,2013,3,10918,0.07,1.228
342,2013,3,953,0.07,1.156
343,2013,3,203,0.07,1.141
344,2013,3,3470,0.07,1.375
345,2013,3,0,0.07,0.962
346,2013,3,591,0.07,1.038
347,2013,3,28330,0.07,1.208
348,2013,3,10111,0.07,1.106
349,2013,3,11844,0.07,1.081
350,2013,3,26334,0.07,1.211
351,2013,3,5079,0.07,1.264
352,2013,3,59928,0.08,1.311
353,2013,3,827840,0.08,1.988
354,2013,3,403398,0.08,1.754
355,2013,3,569628,0.08,1.782
356,2013,3,154630,0.08,1.887
357,2013,3,1319421,0.08,1.719
358,2013,3,2971380,0.08,1.755
359,2013,3,2801174,0.07,1.665
360,2013,3,2760239,0.07,1.776
361,2013,3,904098,0.07,1.766
1,2013,4,6518,7.05,2.455
2,2013,4,1527,6.75,3.504
3,2013,4,8368,5.96,2.459
4,2013,4,1493,6.01,2.378
5,2013,4,958,6,2.355
6,2013,4,12283,6.01,2.31
7,2013,4,3912,5.78,2.027
8,2013,4,497,5.76,2.098
9,2013,4,1511,5.64,2.058
10,2013,4,5905,5.55,1.791
11,2013,4,326,5.56,1.677
12,2013,4,3007,5.59,1.943
13,2013,4,8099,5.67,1.736
14,2013,4,17991,5.65,2.039
15,2013,4,822,5.66,1.509
16,2013,4,295,5.76,1.773
17,2013,4,11252,5.76,1.507
18,2013,4,592,5.75,1.444
19,2013,4,874,5.77,1.33
20,2013,4,0,5.66,1.381
21,2013,4,1461,5.71,1.446
22,2013,4,10855,5.38,0.875
23,2013,4,2927,5.34,1.409
24,2013,4,12919,5.34,1.309
25,2013,4,9083,5.36,2.236
26,2013,4,50255,5.44,1.939
27,2013,4,26334,5.44,2.574
28,2013,4,27516,5.42,3.315
29,2013,4,22468,5.33,3.906
30,2013,4,280,5.34,3.29
31,2013,4,13740,5.08,4.094
32,2013,4,541,5.08,4.064
33,2013,4,681,5.05,4.114
34,2013,4,90098,5.04,3.807
35,2013,4,430364,5.04,3.485
36,2013,4,562630,5.14,2.227
37,2013,4,418990,5.14,3.136
38,2013,4,494702,5.14,2.466
39,2013,4,338180,5.12,1.936
40,2013,4,126893,5.2,2.097
41,2013,4,147541,5.25,2.025
42,2013,4,279917,5.25,2.032
43,2013,4,372424,5.22,2.596
44,2013,4,71835,5.23,1.715
45,2013,4,47675,5.18,1.606
46,2013,4,62535,5.21,2.383
47,2013,4,96105,4.87,3.789
48,2013,4,255646,4.87,3.543
49,2013,4,398574,5.02,2.255
50,2013,4,163678,5.13,2.279
51,2013,4,74745,5.12,3.706
52,2013,4,207872,4.76,4.046
53,2013,4,271996,4.75,4.052
54,2013,4,402452,4.86,3.154
55,2013,4,507309,4.68,2.576
56,2013,4,51021,4.68,3.695
57,2013,4,463208,4.65,3.873
58,2013,4,407858,4.65,3.101
59,2013,4,643322,4.65,3.457
60,2013,4,581474,4.65,3.625
61,2013,4,35586,4.51,3.879
62,2013,4,232449,4.45,3.345
63,2013,4,140660,4.45,3.86
64,2013,4,569739,4.45,2.957
65,2013,4,124602,4.27,3.549
66,2013,4,115811,4.93,3.776
67,2013,4,75821,4.79,3.304
68,2013,4,51696,4.79,3.586
69,2013,4,30237,4.56,4.31
70,2013,4,203399,4.51,3.637
71,2013,4,425396,4.36,3.299
72,2013,4,95590,4.36,3.424
73,2013,4,5496,4.32,4.254
74,2013,4,0,4.42,3.987
75,2013,4,45275,4.55,4.238
76,2013,4,644757,4.45,3.154
77,2013,4,295646,4.44,3.015
78,2013,4,1598045,4.39,4.873
79,2013,4,703300,4.32,4.919
80,2013,4,620129,4.35,3.873
81,2013,4,72439,4.31,3.126
82,2013,4,242421,4.27,3.299
83,2013,4,218311,4.27,3.13
84,2013,4,47162,4.25,1.956
85,2013,4,159742,4.15,1.731
86,2013,4,228270,4.14,1.787
87,2013,4,510167,4.15,1.68
88,2013,4,94800,4.17,1.785
89,2013,4,196598,4.19,1.933
90,2013,4,74603,4.12,2.013
91,2013,4,283035,4.12,1.893
92,2013,4,337604,4.13,1.704
93,2013,4,332232,4.13,1.369
94,2013,4,355793,4.13,1.71
95,2013,4,119637,4.12,1.677
96,2013,4,94908,4.12,1.99
97,2013,4,90797,4.14,2.343
98,2013,4,140958,4.03,2.143
99,2013,4,152538,3.99,1.798
100,2013,4,80542,3.99,1.911
101,2013,4,219145,4.02,2.532
102,2013,4,197790,4.23,2.279
103,2013,4,255993,3.92,2.456
104,2013,4,322127,3.92,2.887
105,2013,4,340061,3.92,2.556
106,2013,4,189844,3.94,2.851
107,2013,4,179623,3.94,2.322
108,2013,4,218679,3.94,2.527
109,2013,4,258805,3.94,3.223
110,2013,4,65755,3.7,2.898
111,2013,4,258465,3.7,2.657
112,2013,4,388927,3.69,2.413
113,2013,4,109952,3.55,1.964
114,2013,4,26803,3.46,2.286
115,2013,4,124605,3.59,2.822
116,2013,4,312593,3.56,3.258
117,2013,4,299716,3.57,3.224
118,2013,4,26935,3.66,3.14
119,2013,4,64520,3.5,3.032
120,2013,4,36196,3.5,3.044
121,2013,4,1423,3.76,3.082
122,2013,4,2444,3.73,1.944
123,2013,4,8496,3.74,2.299
124,2013,4,10953,4.14,2.315
125,2013,4,70,4.18,1.769
126,2013,4,24177,3.55,2.461
127,2013,4,89232,3.55,2.249
128,2013,4,96615,3.36,2.216
129,2013,4,82462,3.3,2.374
130,2013,4,152484,3.16,2.535
131,2013,4,278861,3.17,2.758
132,2013,4,165394,3.4,3.038
133,2013,4,49692,3.1,3.322
134,2013,4,273653,3.3,2.975
135,2013,4,148993,3.33,3.615
136,2013,4,8407,3.33,3.166
137,2013,4,39114,3.33,3.525
138,2013,4,10776,3.34,4.141
139,2013,4,21377,3.3,2.818
140,2013,4,231354,3.3,2.617
141,2013,4,226182,3.26,2.952
142,2013,4,230190,3.26,2.652
143,2013,4,110637,3.28,2.78
144,2013,4,90386,3.28,2.505
145,2013,4,130846,3.22,2.587
146,2013,4,227470,3.19,2.506
